Title,Description,assistant,senior,associate,director,entry,executive,supervisor,sr,lead,trainee,leader,experienced,intern,president,owner,junior,principal,vice,jr,chief,student,vp,exec,supv,dir,executives,avp,associat,associa,supervisors,sup,supervising,seniors,principals,superviosr,execuitve
management salaried human resources manager,with fiscal year 2011 sales of 50 2 billion lowe s companies inc is a fortune © 50 company that serves approximately 15 million customers a week at more than 1 750 home improvement stores in the united states canada and mexico founded in 1946 and based in mooresville n c lowe s is the second largest home improvement retailer in the world for over 60 years it s what lowe s has been about lowe s vision is to be our customers first choice for home improvement in each and every market we serve to earn our customers trust and meet their individual needs we will provide valued solutions with the best prices products and services that make our customers lives easier that simple idea has transformed lowe s from a neighborhood hardware store into a fortune 50 company but we re not finished we re on our way to even bigger and better things providing superior customer service requires superior people human resources manager anticipate talent needs and addressing them through proactive and effective recruiting staffing and training motivate and retain existing talent by anticipating human resources issues in the store through constant and effective application of lowe s policies effective management practices and legal requirements requirements must be available to work a variety of shifts including nights and weekends must be proficient in operating all applicable equipment according to company standards ble to perform essential job functions with or without reasonable accommodation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
accounts payable staff accountant,come grow with us our client has hiring needs due to growth our client is in north dallas position is in dallas texas with similar roles in irving too join a company whose been recognized for their ethical business practices our client is still experiencing growth and needs a new team member this accounts payable analyst will work with customers to maintain their accounts you will need to utilize good research skills and excellent reconciliation skills in addition you will need to work with customers brokers and the sales managers of the company you represent a minimum of an associates degree is required with at least two years experience in an accounts payable role for a large company full cycle accounts payable ¢ 3 way matching process ¢ coding of general ledger account information ¢ data entry of invoices ¢ prepare and mail payments to vendors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internet sales coordinator,come join one of the top dealer groups in the philadelphia area the sloane automotive group is currently seeking qualified candidates for the e commerce division this position will be responsible for handling and managing all communication with customers through various e commerce channels at a single dealership this candidate will be part of expansion and growth of the internet departments at one of the four high traffic locations within the sloane automotive group automotive experience is not necessary we will train the right person previous sales and customer relations experience is preferred we offer strong reputation aggressive pay plans solid base salary and commission guarantee while training employee discounts and vehicle pricing bonuses for a variety of performance categories growth opportunities professional enthusiastic supportive working environment wide variety of benefit choices including medical dental life insurance 401 k,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
billing administrator,the billing administrator position is resonsible for an important process in the delivery of service to our clients they are resonsible for monthly review audit of our clients insurance bills for their employee benefit plans in addition to auditing bills for accuracy against benefit plan enrollment records responsibilities include allocating bills to separate locations and departments identifying researching and resolving billing issues communicating client billing requests to insurance carriers this position audits a large volume of bills each month with variety of bill type and variety in client specifications for breaking down or allocating bill amounts work is performed on a tight turn around each month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sales representative,allied oil tire co this well established regional distributor of nationally branded tires and lubricants has an opening for a seasoned sales professional in the des moines area this unique individual will have proven themself capable of establishing and maintaining excellent customer relationships experience selling to truck fleets is preferred the qualified candidate will ¢ compile lists of prospective customers for use as sales leads based on information from existing customers industry ads trade shows and other sources ¢ travel through assigned territory to call on current and prospective customers to solicit orders or talk with customers by phone ¢ quote prices and credit terms and prepare sales contracts for orders ¢ enter new and current customer information into computer database high growth potential in a fast paced environment is available to the individual seeking a challenging and rewarding position if you are a proven professional with a history of providing solutions for your customer send resume and salary history to bgreim allied oil com allied oil tire co is an equal opportunity employer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sr database administrator,essential functions maintain and monitor microsoft sql server databases provide technical support for the database environment including development and organization of the databases provide analysis and implementation of new technologies develop long term plan for database technology aligned with business opportunities facing the company work with architecture application development and operations to help achieve a state of the art environment that meets current and evolving business objectives train and support the technical support and application development staff to utilize the databases environment develop a methodology for the ongoing assessment of database performance and the identification of problem areas work with others in it to build the logical database and provide technical guidance during all phases of the development process performs other duties from time to time as requested by their supervisor or as business needs dictate work environment adheres to all policies and procedures attends work on time required to call in to report an absence no less than two hours prior to the start of the shift by contacting the supervisor directly and stating reason for absence minimizes safety hazards by following all safety rules and procedures maintain confidentiality of all employee customer and company information maintain forty 40 hours per week performance level plus additional hours as job requires required to be available after hours by pager or cell phone must respond to after hour calls,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
retail store manager bridgewater commons,to enter a teavana store ¦ is to realize how little you really know about tea “ sun sentinel teavana is one of america ™s most unique and fast growing specialty tea retailers we were awarded as one of the hottest retailers by the icsc and mentioned as having an innovative retail concept on cnnmoney com we carry over 100 varieties of loose leaf tea a variety of high quality teapots and an assortment of tea accessories from around the world we currently have over 200 stores nationwide and are opening approximately 50 to 60 new stores per year retail store managers at teavana general managers are responsible for growing their stores business controlling expenses and fostering a high level of customer service and team work within their stores they must be able to effectively manage within a sales oriented environment setting realistic yet challenging goals and motivating team members to achieve positive results while giving timely feedback and regularly recognizing a job well done benefits for general managers include a monthly pay for performance bonus system that has no cap on earnings potential generous employee discounts 401k plan medical dental and vision benefits paid time off and more there are excellent opportunities for the right candidates to advance quickly within the company if you are interested in this opportunity please apply online related keywords concepts team member team leader barista retail retailer sales cashier part time part time retail customer service supervisor sales assistant manager assistant store manager retail management key holder retail manager territory manager zone manager sales supervisor regional manager waiter waitress waitstaff server restaurant tea teas manage manager managing sales support administrative account consultant sales admin sales adminstator salesperson salesman saleswoman selling inside sales outside sales account executive ae retail retailers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
retail store manager miller hill mall,to enter a teavana store ¦ is to realize how little you really know about tea “ sun sentinel teavana is one of america ™s most unique and fast growing specialty tea retailers we were awarded as one of the hottest retailers by the icsc and mentioned as having an innovative retail concept on cnnmoney com we carry over 100 varieties of loose leaf tea a variety of high quality teapots and an assortment of tea accessories from around the world we currently have over 200 stores nationwide and are opening approximately 50 to 60 new stores per year retail store managers at teavana general managers are responsible for growing their stores business controlling expenses and fostering a high level of customer service and team work within their stores they must be able to effectively manage within a sales oriented environment setting realistic yet challenging goals and motivating team members to achieve positive results while giving timely feedback and regularly recognizing a job well done benefits for general managers include a monthly pay for performance bonus system that has no cap on earnings potential generous employee discounts 401k plan medical dental and vision benefits paid time off and more there are excellent opportunities for the right candidates to advance quickly within the company if you are interested in this opportunity please apply online related keywords concepts team member team leader barista retail retailer sales cashier part time part time retail customer service supervisor sales assistant manager assistant store manager retail management key holder retail manager territory manager zone manager sales supervisor regional manager waiter waitress waitstaff server restaurant tea teas manage manager managing sales support administrative account consultant sales admin sales adminstator salesperson salesman saleswoman selling inside sales outside sales account executive ae retail retailers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
retail assistant manager north country shopping mall,to enter a teavana store ¦ is to realize how little you really know about tea “ sun sentinel teavana is one of america ™s most unique and fastest growing specialty tea retailers we were awarded as one of the hottest retailers by the international counsel of shopping centers and mentioned as having an innovative retail concept on cnnmoney com we carry over 100 varieties of loose leaf tea a variety of the highest quality teapots and an assortment of tea accessories from around the world we currently have over 200 stores nationwide and are opening approximately 50 to 60 new stores per year the name teavana means a heaven of tea and is a reflection of the companies desire to enrich the lives of our guests through the health benefits of tea we are a socially conscious company that actively participates in equatrade partnerships and donates a percentage of company profits to care international we embrace diversity and our stores reflect cultural aspects of the countries we do business with retail assistant managers at teavana assistant general managers enjoy a wide range of benefits to include a pay for performance bonus system that has no cap on earning potential generous employee discounts paid time off and more agm ™s help manage the store in the general manager ™s absence training they receive includes advanced selling recruiting inventory management and additional skills necessary for advancement within the company due to our growth there are excellent opportunities for the right candidate to advance quickly within the company we offer assistant general managers receive a competitive hourly pay rate plus a potential monthly bonus based on individual sales the bonus also includes a percentage of stores sales if the store meets plan for the month the hourly rate offered depends on a candidates related job experience our benefits also includes medical dental vision std ltd fsa 401k with company match and more,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
retail assistant manager promenade temecula,to enter a teavana store ¦ is to realize how little you really know about tea “ sun sentinel teavana is one of america ™s most unique and fastest growing specialty tea retailers we were awarded as one of the hottest retailers by the international counsel of shopping centers and mentioned as having an innovative retail concept on cnnmoney com we carry over 100 varieties of loose leaf tea a variety of the highest quality teapots and an assortment of tea accessories from around the world we currently have over 200 stores nationwide and are opening approximately 50 to 60 new stores per year the name teavana means a heaven of tea and is a reflection of the companies desire to enrich the lives of our guests through the health benefits of tea we are a socially conscious company that actively participates in equatrade partnerships and donates a percentage of company profits to care international we embrace diversity and our stores reflect cultural aspects of the countries we do business with retail assistant managers at teavana assistant general managers enjoy a wide range of benefits to include a pay for performance bonus system that has no cap on earning potential generous employee discounts paid time off and more agm ™s help manage the store in the general manager ™s absence training they receive includes advanced selling recruiting inventory management and additional skills necessary for advancement within the company due to our growth there are excellent opportunities for the right candidate to advance quickly within the company we offer assistant general managers receive a competitive hourly pay rate plus a potential monthly bonus based on individual sales the bonus also includes a percentage of stores sales if the store meets plan for the month the hourly rate offered depends on a candidates related job experience our benefits also includes medical dental vision std ltd fsa 401k with company match and more,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
supervisors the shops at mission viejo,to enter a teavana store ¦ is to realize how little you really know about tea “ sun sentinel teavana is one of america ™s most unique and fastest growing specialty tea retailers we were awarded as one of the hottest retailers by the icsc and mentioned as having an innovative retail concept on cnnmoney com we carry over 100 varieties of loose leaf tea a variety of high quality teapots and an assortment of tea accessories from around the world we currently have over 200 stores nationwide and are opening approximately 50 to 60 new stores per year team leads team members at teavana are our tea gurus they share their knowledge of the quality variety and benefits of teavana teas they ensure quality guest service through active listening the ability to identify the best products for the customer and suggesting alternatives and or additional items as appropriate they thrive on interaction and consistently meet or exceed their sales and customer service goals barista ™s at teavana are experts at preparing our teas and tea samples they also ensure that our sales floor is fully stocked while they do not have sales goals they do play a vital role in ensuring a quality customer service experience for our guests benefits for team leads and team members include a monthly pay for performance bonus program that has no cap on earnings potential for meeting and exceeding sales goals all employees are eligible for participation in a 401k plan receive generous employee discounts and are eligible for medical benefits depending on the average hours worked full time employees also receive paid time off for team leads team members barista ™s there are excellent opportunities for the right candidates to advance quickly within the company related keywords concepts team member team leader barista retail retailer sales cashier part time part time retail customer service supervisor sales assistant manager assistant store manager retail management key holder retail manager territory manager zone manager sales supervisor regional manager waiter waitress waitstaff server restaurant tea teas manage manager managing sales support administrative account consultant sales admin sales adminstator salesperson salesman saleswoman selling inside sales outside sales account executive ae retail retailers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
desktop support,responsibilities provide first level contact and problem resolution for all users with hardware software and applications problems resolve as many user reported problems as expertise permits using available tools and following procedures and policies for the handling of support tickets install and configure new hardware systems perform software installations and upgrades monitor and manage backups manage network security software and end user education perform post resolution follow up to help desk tickets on site network troubleshooting perform other duties or special projects as assigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
material handler,material handling role for growing manufacturing company involve heavy lifting up to 100lbs entry level positions 1rst shift openings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
production associate elk grove village,first shift opportunity elk grove village 11 hr temp to hire if hired starting pay rate is over 13 hr must have h s diploma ged to get hired full time must also pass drug test and background check will be doing general production duties you will handle larger pieces of equipment must be able to handle bulkier equipment will remove labels and clean product possibly spray paint product to clean it help load and unload trucks must be able to handle physical aspect of this job handle lifting to 50 s and the ability to push pull product that weigh 100 lbs,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
general labor warehouse opportunity,client in carol stream looking for hard working individuals to work in the warehouse must be able to work in a fast paced environment and have the ability to lift up to 50 70lbs hours are 7am 3 30pm monday friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
warehouse packing position,our client is looking for a person to pack orders experience with packing boxes is required this is a 1st shift position and is temp to hire you will also be on your feet the majority of the day must also be able to lift up to 50lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rn clinical coordinator ticu 107681,department ticu trauma icu trauma intensive care shift night hours per pay period 72 shift hours 12hour facility mercy san juan medical center as part of a level ii trauma center the ticu unit is an exciting fast paced 8 bed unit caring for critically ill trauma patients including both blunt and penetrating injuries be a part of this spacious state of the art unit that opened in 1999 and has a team approach to patient care ticu has 24 hour physician coverage and daily rounds are made with the entire healthcare team the staff is all registered nurses with trauma nurse critical care tncc certification applicants must be comfortable with caring for critically ill trauma patients handle equipment like icp and evd monitoring devices and be a team player with good communication skills candidates need to have critical thinking skills and be able to care for very critically injured patients with both blunt and penetrating injuries mercy san juan medical center is a nationally recognized not for profit hospital located in carmichael california serving the areas of north sacramento county and south placer county it is one of the region ™s largest and most comprehensive medical centers dedicated to the community ™s well being our 2 100 employees 430 medical staff and 270 volunteers provide excellence in care for more than 150 000 patients each year mercy san juan medical center consistently receives national attention for the high quality care we provide recent recognition includes u s news world report ™s list of 2011 best regional hospitals and 2012 recognition from a national ratings organization that includes excellence award in critical care america ™s 100 best in critical care excellence award in neurosurgery and 5 star ratings in copd sepsis pneumonia pulmonary embolism respiratory failure neurosurgery stroke bowel obstruction and total knee replacement founded in 1967 mercy san juan is growing with the community a six story patient tower opened in december 2009 adding 110 beds and bringing the total size of the hospital to 370 acute care beds the tower offers patients private comfortable rooms state of the art technology and the latest health care interior design elements to provide a soothing healing environment among the medical services we provide are ¢one of the sacramento area ™s leading level ii trauma centers recognized nationally as a leader in trauma care ¢a level iii neonatal intensive care unit ranked among the world ™s elite for survival rates of premature infants ¢ a comprehensive cardiac program that is part of the mercy heart and vascular institute including cardiac surgery cardiac catheterization and cardiac rehabilitation ¢the mercy neurological institute of northern california and primary stroke center ¢the mercy cancer institute including nurse navigation and dedicated teams of specialists ¢the latest da vinci robotic surgical system with more robotic specialties offered than any other hospital in the region ¢the only mako robotic orthopedic surgery program in the region to provide partial knee resurfacing ¢a comprehensive lung esophageal center with highly specialized diagnosis and sophisticated surgical treatments as we embrace opportunities for enhancement and growth we are eager to find professionals who share our vision ready to fulfill your life ™s purpose please take a moment to discover more about what it is like to work here by visiting www mercysanjuan org because our employees are our most valuable assets we offer great benefits career growth flexibility training and leadership development benefits package highlights ¢free medical dental and vision plan for full and part time employees and family ¢100 employer paid retirement plan ¢supplemental retirement plan 403b tax deferred with employer contribution ¢medical retiree benefits ¢generous and separate paid time off pto and sick leave ¢tuition reimbursement ¢smoke “ free campus position requirements qualifications for this position includes ca rn licensure bls acls tncc or equivalent trauma certification 3 years current recent ticu rn experience knowledge of care of the patient in the trauma critical care setting ability to supervise staff utilizing a collaborative team approach as well as clinically care for patients in this setting keywords supervisor nursing supervisor assistant supervisor charge lead assistant manager manager nurse practitioner np advanced practice nurse registered nurse rn trauma program trauma trauma administration emergency ed flight nurse icu intensive care trauma intensive care unit trauma critical care intensive care ticu tncc trauma nurse core course tns trauma nurse specialist atls advanced trauma life support society of trauma nurses american trauma society emergency nurses association ena american association of critical care nurses american academy of nurse practitioners advanced trauma care for nurses atcn certified emergency nurse cen sacramento carmichael capitol city california ca job jobs cb 02 27 2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
director health informatics 118693,department careconnect ecis shift hours per pay period 80 shift hours 8hour facility mercy hospital folsom choose to work and live in sacramento where you can ski one day and go to the coast the next drive to the wine country in the afternoon and dine on the riverfront in the evening sacramento offers some of the finest restaurants outdoor activities and cultural and sporting events throughout the year all of this is located in one of the most historic places in california if you already live in sacramento a move to one of our 4 dignity health facilities could make your life even better we offer some of the best benefits in the industry along with great career choices training and leadership development this makes for an atmosphere where our people share their enthusiasm for life as well as for helping others as you balance your work life with your other passions we re there for you every step of the way mercy hospital of folsom is a 106 bed facility that provides excellent healthcare for the folsom el dorado hills and foothill communities in efforts to meet the demands of the growing community mercy folsom offers a great family birth center an expanded state of the art emergency room and family clinics as the areas we serve continue to thrive we will continue to provide the level of care our patients have come to depend on for more information about mercy hospital of folsom please visit us at www mercyfolsom org we have the following opportunity available for highly skilled and highly motivated candidates who want to be part of a great team position requirements position title director health informatics job family patient care services job summary the incumbent directs and manages the development and implementation of clinical programs in health care informatics for hospital and medical staff plans structures and monitors program implementation develops directs creates and innovates program implementation and management to provide clinical information that enhances the work flow of patient care this position reports to the chief financial officer cfo reporting to this position clinical informatics liaison clinical physician trainer care connect super users experience acute care setting with progressive management 5 years education bachelors degree master s degree training in depth knowledge and experience in computer use in hospitals special skills strong program development skills in order to develop innovative clinical informatics and the ability to analyze and assess needs in clinical informatics and training programs must have excellent interpersonal skills to effectively build relationships within and outside the organization licensure current california rn license ct cns ct cpracls ct cprbls rn keywords director of medical telemetry director of nursing telemetry director of telemetry director of acute care services manager med tele manager telemetry clinical manager nurse manager department nurse manager cno manager of med surg telemetry telemetry nurse manager director of cardiac services telemetry nurse director nurse manager telemetry nurse manager medical surgical c n o cne c n e chief nursing officer chief nurse executive don d o n director of nursing nursing director nurse manager aone a o n e cen certified emergency nurse ccrn critical care telemetry step down definitive observation cardiac intensive care unit icu i c u nurse manager nursing supervisor cb,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
registered nurse endoscopy on call 117563,department endoscopy shift varied hours per pay period 8 shift hours 8hour facility mercy general hospital choose to work and live in sacramento where you can ski in tahoe one day and go to the coast the next drive to the wine country in the afternoon and dine on the riverfront in the evening sacramento offers some of the finest restaurants outdoor activities and cultural and sporting events throughout the year all of this is located in one of the most historic places in california if you already live in sacramento a move to one of our 4 chw facilities could make your life even better we offer some of the best benefits in the industry along with great career choices training and leadership development this makes for an atmosphere where our people share their enthusiasm for life as well as for helping others as you balance your work life with your other passions we re there for you every step of the way for more than 100 years mercy general hospital sacramento has carried on its founding sisters tradition of healing with compassion our vital statistics 343 beds 1900 employees 360 active medical staff and 17 250 patients admitted annually speak to our strength and presence in the community we re proud to be regarded as one of the area s most comprehensive and accomplished medical centers we re also proud of the recognition our teams have received in the wider world since 1997 we ve earned a spot on three prestigious 100 top hospitals lists top 100 hospitals national benchmarks for success 100 top cardiovascular hospitals 100 top hospitals regional benchmarks for success and the 2004 healthgrades annual hospital report card ranked mercy general hospital as the best place in california for cardiac surgery if you re interested in joining teams that meld quality care and compassion to create an environment of excellence please take a moment to discover more about what it s like to work here position requirements ca rn lic 2 years of endoscopy exp required keywords rn registered nurse nurse endoscopy nurse cb 04 01 2012 mj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rn per diem nicu 104457,department nicu shift night hours per pay period 0 shift hours 12hour facility methodist hospital sacramento choose to work and live in sacramento where you can ski one day and go to the coast the next drive to the wine country in the afternoon and dine on the riverfront in the evening sacramento offers some of the finest restaurants outdoor activities and cultural and sporting events throughout the year all of this is located in one of the most historic places in california if you already live in sacramento a move to one of our 4 chw facilities could make your life even better we offer some of the best benefits in the industry along with great career choices training and leadership development this makes for an atmosphere where our people share their enthusiasm for life as well as for helping others as you balance your work life with your other passions we re there for you every step of the way methodist hospital serves the sacramento southern suburbs including elk grove laguna creek and galt communities located in one of the fastest growing areas of sacramento methodist employs more than 1 000 people to serve the more than 8 000 patients seen annually built in 1973 methodist has a state of the art family birth center an active occupational and physical therapy department that includes a hand therapy program methodist has expanded their emergency department with more rooms and the latest technology in an effort to continue to support the growing needs of the community methodist also offers a surgical weight loss program that cares for our patients from surgery through diet education and group support meetings to ensure optimum success for more information about methodist hospital visit us at www methodistsacramento org we have the following opportunity available for highly skilled and highly motivated candidates who want to be part of a great team position requirements per diem position 12 hr unit nights this position requires a current ca rn license nrp bls certifications must have at least 2 years of recent level 2 or level 3 nicu experience as an rn keywords nicu neonatal intensiive care unit nrp level 2 level 3 ¢ exp d nicu rns only cb 02 01 2012 mj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chief financial officer cfo 121106,department hospital administration shift day varied hours per pay period 80 shift hours 8hour facility mercy general hospital choose to work and live in sacramento where you can ski in tahoe one day and go to the coast the next drive to the wine country in the afternoon and dine on the riverfront in the evening sacramento offers some of the finest restaurants outdoor activities and cultural and sporting events throughout the year all of this is located in one of the most historic places in california if you already live in sacramento a move to one of our 4 chw facilities could make your life even better we offer some of the best benefits in the industry along with great career choices training and leadership development this makes for an atmosphere where our people share their enthusiasm for life as well as for helping others as you balance your work life with your other passions we re there for you every step of the way for more than 100 years mercy general hospital sacramento has carried on its founding sisters tradition of healing with compassion our vital statistics 343 beds 1900 employees 360 active medical staff and 17 250 patients admitted annually speak to our strength and presence in the community we re proud to be regarded as one of the area s most comprehensive and accomplished medical centers we re also proud of the recognition our teams have received in the wider world since 1997 we ve earned a spot on three prestigious 100 top hospitals lists top 100 hospitals national benchmarks for success 100 top cardiovascular hospitals 100 top hospitals regional benchmarks for success and the 2004 healthgrades annual hospital report card ranked mercy general hospital as the best place in california for cardiac surgery if you re interested in joining teams that meld quality care and compassion to create an environment of excellence please take a moment to discover more about what it s like to work here cb 04 01 2012 position requirements job requirements a bachelors degree in business administration from an accredited university with an emphasis in accounting finance or a related field certification as a cpa cma or master ™s degree in business administration or a related field five years in multi facility healthcare organization with a minimum of three years in hospital budgeting and financial analysis experience or a comparable combination of education and experience experience in preparing and or reviewing hospital contractuals cost reports medicare or medicaid disproportionate share calculations and oshpd reports preferred ¢principles of financial analysis and testing ¢accounting concepts and principles ¢principles and practices of hospital financial management ¢budgeting management reporting and financial statement preparation ¢productivity management systems ¢development and presentation of business plans ¢healthcare reimbursement mechanisms ¢federal state and local regulations ¢healthcare industry trends ¢financial analysis techniques ¢effective management and communication skills ¢knowledge of hospital based information systems and programs facility roles ¢serves as the key financial strategist on the facility ™s executive team manages the facility ™s financial planning reporting and analysis activities within the context of the centralized sacramento service area finance support services ¢coordinates facility processes with centralized finance ensure a strong internal control environment to safeguard assets and produce timely consistent and accurate financial information ¢works closely with department heads and other management team members to develop and execute consistent controls on operating costs ¢functionally manages the facility based portions of the finance functions ¢supervises analytical and operational support for the facility ¢selects trains and motivates the right staff ¢develops a relationship of trust and confidence with the hospital president through common business sense problem solving initiative to develop ideas and to take responsibility ¢is accountable for financial operations of the assigned hospital and achieving hospital receivable goals cb 04 01 2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
registered nurse surgical intensive care 122477,department surgical intensive care shift night varied hours per pay period 12 shift hours 12hour facility mercy general hospital choose to work and live in sacramento where you can ski in tahoe one day and go to the coast the next drive to the wine country in the afternoon and dine on the riverfront in the evening sacramento offers some of the finest restaurants outdoor activities and cultural and sporting events throughout the year all of this is located in one of the most historic places in california if you already live in sacramento a move to one of our 4 chw facilities could make your life even better we offer some of the best benefits in the industry along with great career choices training and leadership development this makes for an atmosphere where our people share their enthusiasm for life as well as for helping others as you balance your work life with your other passions we re there for you every step of the way for more than 100 years mercy general hospital sacramento has carried on its founding sisters tradition of healing with compassion our vital statistics 343 beds 1900 employees 360 active medical staff and 17 250 patients admitted annually speak to our strength and presence in the community we re proud to be regarded as one of the area s most comprehensive and accomplished medical centers we re also proud of the recognition our teams have received in the wider world since 1997 we ve earned a spot on three prestigious 100 top hospitals lists top 100 hospitals national benchmarks for success 100 top cardiovascular hospitals 100 top hospitals regional benchmarks for success and the 2004 healthgrades annual hospital report card ranked mercy general hospital as the best place in california for cardiac surgery as a member of the nursing staff in this 8 bed icu you will provide care for complex medical patients come work with an energetic small team of rns in a very collaborative environment current rn licensure bls acls one year icu experience required if you re interested in joining teams that meld quality care and compassion to create an environment of excellence please take a moment to discover more about what it s like to work here position requirements as a member of the nursing staff in this 8 bed icu you will provide care for complex medical patients come work with an energetic small team of rns in a very collaborative environment current rn licensure bls acls one year icu experience required if you re interested in joining teams that meld quality care and compassion to create an environment of excellence please take a moment to discover more about what it s like to work here as a member of the nursing staff in this 8 bed medical icu you will provide care for complex medical patients come work with an energetic small team of rns in a very collaborative environment current rn licensure bls acls one year icu experience perf keywords rn registered nurse nurse staff nurse icu nurse critical care unit nurse ccu nurse intensive care unit nurse surgical intensive care unit rn cb 04 01 2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rn labor and delivery 122709,department family birth center shift night hours per pay period 60 shift hours 12hour facility methodist hospital sacramento methodist hospital serves the sacramento southern suburbs including elk grove laguna creek and galt communities located in one of the fastest growing areas of sacramento methodist employs more than 700 people to serve the more than 7 000 patients seen annually built in 1973 methodist has a state of the art family birth center an active occupational and physical therapy department that includes a hand therapy program and plans on expanding the emergency department to continue to support the growing needs of the community for more information about methodist hospital visit us at www methodistsacramento org position requirements this position requires a current ca rn bls acls and nrp certification from the american heart association advanced fetal monitoring is required and at least 1 year of rn experience with labor and delivery and mother baby this position has a labor and delivery focus high risk maternity experience preferred must have strong nrp skills the incumbent provides coordinates and directs care to individuals and families using a holistic approach the nursing process is used as a structured mechanism for critical thinking and problem solving in providing effective and appropriate care within a safe and confidential environment from admission to discharge each rn is responsible for collaborating with members of the healthcare team providing leadership personal professional development and conducting him herself professionally ¢ exp d l d rns only keywords awhonn labor and delivery post partum mother baby nrp fetal monitoring family birth perinatal ob rnc cb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
